model,split,problem_idx,example_id,variant,run_idx,original_answer,predicted_answer,is_correct_exact,input_tokens,output_tokens,error
opus-4.6,train,29,61,edge_deletion,0,"\left[ \frac{\pi^2}{4}, \frac{9 \pi^2}{4} \right]",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,31,65,original,0,\begin{pmatrix} 1 \\ 3 \\ 1 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,32,67,original,0,2865,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,33,68,node_deletion,0,12,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,32,67,node_deletion,0,2865,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,32,67,edge_deletion,0,2865,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,34,72,edge_deletion,0,\frac{124}{13},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,38,76,node_deletion,0,43,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,37,75,original,0,120^\circ,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,37,75,edge_deletion,0,120^\circ,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,33,68,original,0,12,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,35,73,edge_deletion,0,\frac{63}{128},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,34,72,original,0,\frac{124}{13},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,37,75,node_deletion,0,120^\circ,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,39,77,original,0,5,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,33,68,edge_deletion,0,12,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,38,76,original,0,43,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,36,74,node_deletion,0,29,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,36,74,edge_deletion,0,29,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,35,73,original,0,\frac{63}{128},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,39,77,node_deletion,0,5,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,34,72,node_deletion,0,\frac{124}{13},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,36,74,original,0,29,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,38,76,edge_deletion,0,43,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,40,78,original,0,30^\circ,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,35,73,node_deletion,0,\frac{63}{128},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,39,77,edge_deletion,0,5,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,40,78,node_deletion,0,30^\circ,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,42,81,edge_deletion,0,"\left( \frac{170}{49}, \frac{78}{49}, \frac{10}{49} \right)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,42,81,original,0,"\left( \frac{170}{49}, \frac{78}{49}, \frac{10}{49} \right)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,41,8,node_deletion,0,\sqrt{3} - 5i,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,40,78,edge_deletion,0,30^\circ,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,45,88,node_deletion,0,2047,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,41,8,edge_deletion,0,\sqrt{3} - 5i,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,46,89,node_deletion,0,\begin{pmatrix} \frac{1}{3} & -\frac{2}{3} & \frac{2}{3} \\ -\frac{2}{3} & \frac{1}{3} & \frac{2}{3} \\ \frac{2}{3} & \frac{2}{3} & \frac{1}{3} \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,43,84,node_deletion,0,42,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,44,87,edge_deletion,0,\begin{pmatrix} \frac{4}{9} & -\frac{4}{9} & -\frac{2}{9} \\ -\frac{4}{9} & \frac{4}{9} & \frac{2}{9} \\ -\frac{2}{9} & \frac{2}{9} & \frac{1}{9} \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,41,8,original,0,\sqrt{3} - 5i,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,46,89,original,0,\begin{pmatrix} \frac{1}{3} & -\frac{2}{3} & \frac{2}{3} \\ -\frac{2}{3} & \frac{1}{3} & \frac{2}{3} \\ \frac{2}{3} & \frac{2}{3} & \frac{1}{3} \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,44,87,original,0,\begin{pmatrix} \frac{4}{9} & -\frac{4}{9} & -\frac{2}{9} \\ -\frac{4}{9} & \frac{4}{9} & \frac{2}{9} \\ -\frac{2}{9} & \frac{2}{9} & \frac{1}{9} \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,46,89,edge_deletion,0,\begin{pmatrix} \frac{1}{3} & -\frac{2}{3} & \frac{2}{3} \\ -\frac{2}{3} & \frac{1}{3} & \frac{2}{3} \\ \frac{2}{3} & \frac{2}{3} & \frac{1}{3} \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,43,84,edge_deletion,0,42,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,42,81,node_deletion,0,"\left( \frac{170}{49}, \frac{78}{49}, \frac{10}{49} \right)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,47,90,original,0,2,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,44,87,node_deletion,0,\begin{pmatrix} \frac{4}{9} & -\frac{4}{9} & -\frac{2}{9} \\ -\frac{4}{9} & \frac{4}{9} & \frac{2}{9} \\ -\frac{2}{9} & \frac{2}{9} & \frac{1}{9} \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,47,90,node_deletion,0,2,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,45,88,edge_deletion,0,2047,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,43,84,original,0,42,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,45,88,original,0,2047,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,47,90,edge_deletion,0,2,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,49,96,node_deletion,0,100,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,51,98,node_deletion,0,412,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,50,97,edge_deletion,0,\begin{pmatrix} 4/9 \\ 4/3 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,51,98,edge_deletion,0,412,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,48,93,node_deletion,0,"\left( -\frac{5}{3}, \frac{16}{3}, \frac{25}{3} \right)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,48,93,original,0,"\left( -\frac{5}{3}, \frac{16}{3}, \frac{25}{3} \right)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,50,97,node_deletion,0,\begin{pmatrix} 4/9 \\ 4/3 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,51,98,original,0,412,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,49,96,original,0,100,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,50,97,original,0,\begin{pmatrix} 4/9 \\ 4/3 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,48,93,edge_deletion,0,"\left( -\frac{5}{3}, \frac{16}{3}, \frac{25}{3} \right)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,49,96,edge_deletion,0,100,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
deepseek-v3.2,train,2,12,original,0,\begin{pmatrix} 20/3 & 4/3 \\ -8/3 & 8/3 \end{pmatrix},\begin{pmatrix} \frac{20}{3} & \frac{4}{3} \\ -\frac{8}{3} & \frac{8}{3} \end{pmatrix},False,299,788,
deepseek-v3.2,train,1,1,original,0,\begin{pmatrix} \frac{3}{5} & \frac{1}{5} \\ \frac{3}{5} & \frac{1}{5} \end{pmatrix},\frac{1}{5} \begin{pmatrix} 3 & 1 \\ 3 & 1 \end{pmatrix},False,321,1503,
deepseek-v3.2,train,0,0,node_deletion,0,\begin{pmatrix} 4 \\ -3 \end{pmatrix},\begin{pmatrix} 4 \\ 3 \end{pmatrix},False,308,1656,
deepseek-v3.2,train,6,21,original,0,"\left( \frac{1}{15}, \frac{2}{15}, \frac{4}{15}, \frac{8}{15} \right)","\left(\frac{1}{15},\frac{2}{15},\frac{4}{15},\frac{8}{15}\right)",False,654,1528,
deepseek-v3.2,train,3,13,original,0,\frac{7}{2},\frac{7}{2},True,420,1380,
deepseek-v3.2,train,0,0,original,0,\begin{pmatrix} 4 \\ -3 \end{pmatrix},\begin{pmatrix} 4 \\ -3 \end{pmatrix},True,338,1521,
deepseek-v3.2,train,0,0,edge_deletion,0,\begin{pmatrix} 4 \\ -3 \end{pmatrix},\begin{pmatrix} 2 \\ 1 \end{pmatrix},False,306,1668,
deepseek-v3.2,train,6,21,node_deletion,0,"\left( \frac{1}{15}, \frac{2}{15}, \frac{4}{15}, \frac{8}{15} \right)","\left( \frac{1}{15}, \frac{2}{15}, \frac{4}{15}, \frac{8}{15} \right)",False,402,1578,
deepseek-v3.2,train,1,1,edge_deletion,0,\begin{pmatrix} \frac{3}{5} & \frac{1}{5} \\ \frac{3}{5} & \frac{1}{5} \end{pmatrix},\frac12 \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix},False,307,2225,
deepseek-v3.2,train,1,1,node_deletion,0,\begin{pmatrix} \frac{3}{5} & \frac{1}{5} \\ \frac{3}{5} & \frac{1}{5} \end{pmatrix},\begin{pmatrix} \frac12 & 0 \\ \frac12 & 0 \end{pmatrix},False,308,1369,
deepseek-v3.2,train,5,19,original,0,\frac{20}{3},\frac{20}{3},True,266,3493,
deepseek-v3.2,train,3,13,edge_deletion,0,\frac{7}{2},4,False,263,3419,
deepseek-v3.2,train,6,21,edge_deletion,0,"\left( \frac{1}{15}, \frac{2}{15}, \frac{4}{15}, \frac{8}{15} \right)","\left(\frac{1}{15},\frac{2}{15},\frac{4}{15},\frac{8}{15}\right)",False,443,3554,
deepseek-v3.2,train,5,19,node_deletion,0,\frac{20}{3},\frac{5K^3}{48},False,273,4005,
deepseek-v3.2,train,7,24,original,0,10 \pi - 29,10\pi - 29,False,264,3036,
deepseek-v3.2,train,4,16,original,0,28,28,True,264,2851,
deepseek-v3.2,train,4,16,node_deletion,0,28,4\lfloor k\sqrt{2} \rfloor + 2,False,272,2846,
deepseek-v3.2,train,7,24,node_deletion,0,10 \pi - 29,2\pi - 6,False,271,2354,
deepseek-v3.2,train,7,24,edge_deletion,0,10 \pi - 29,2\pi - 6,False,271,2452,
deepseek-v3.2,train,12,32,edge_deletion,0,\begin{pmatrix} -40/29 \\ 16/29 \end{pmatrix},\mathbf{0},False,264,1070,
deepseek-v3.2,train,2,12,node_deletion,0,\begin{pmatrix} 20/3 & 4/3 \\ -8/3 & 8/3 \end{pmatrix},"2,0,0,2",False,299,6021,
deepseek-v3.2,train,11,31,original,0,\frac{45}{2},\frac{45}{2},True,259,1589,
deepseek-v3.2,train,3,13,node_deletion,0,\frac{7}{2},3,False,260,5075,
deepseek-v3.2,train,11,31,node_deletion,0,\frac{45}{2},\frac{45}{2},False,273,1781,
deepseek-v3.2,train,4,16,edge_deletion,0,28,"\(4m+4\), else \(4m\)",False,272,6144,
deepseek-v3.2,train,14,35,original,0,\frac{\pi}{14},\frac{\pi}{14},True,246,1197,
deepseek-v3.2,train,5,19,edge_deletion,0,\frac{20}{3},\frac{32}{3},False,287,3770,
deepseek-v3.2,train,15,37,original,0,0,0,True,254,529,
deepseek-v3.2,train,8,26,edge_deletion,0,\frac{1}{20},\frac{1}{2N},False,284,4211,
