model,model_id,split,problem_idx,variant,original_answer,predicted_answer,is_correct_exact,input_tokens,output_tokens,error
deepseek-r1,us.deepseek.r1-v1:0,AIME25,18,node_deletion,821,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME25,18,edge_deletion,821,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME25,24,edge_deletion,204,154,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,21,edge_deletion,81,948109639680,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,23,original,510,510,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,19,node_deletion,77,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME25,20,node_deletion,62,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME25,23,edge_deletion,510,1878,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,26,edge_deletion,735,163,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,27,original,468,468,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,24,node_deletion,204,\dfrac{19}{3},False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,27,edge_deletion,468,\dfrac{39}{2},False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,28,original,49,49,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,28,node_deletion,49,11,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,28,edge_deletion,49,49,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,20,edge_deletion,62,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME25,26,node_deletion,735,163,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,0,original,204,204,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,29,node_deletion,82,82,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,0,node_deletion,204,\dfrac{540}{s + \dfrac{1}{2}} + t,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,1,original,113,113,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,0,edge_deletion,204,120,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,29,original,82,82,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,2,original,23,23,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,29,edge_deletion,82,16,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,24,original,204,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,3,original,321,321,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,3,node_deletion,321,374,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,3,edge_deletion,321,1,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,25,original,60,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,4,node_deletion,371,17,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,4,edge_deletion,371,33,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,25,node_deletion,60,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME25,25,edge_deletion,60,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,5,node_deletion,211,5,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,26,original,735,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,5,edge_deletion,211,7,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,6,edge_deletion,315,495,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,7,original,236,236,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,5,original,211,211,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME25,27,node_deletion,468,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,7,node_deletion,236,502,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,8,original,45,45,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,7,edge_deletion,236,127,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,8,node_deletion,45,1000,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,9,original,33,33,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,1,node_deletion,113,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,1,edge_deletion,113,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,2,node_deletion,23,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,10,node_deletion,80,100,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,11,original,55,55,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,6,node_deletion,315,6,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,10,edge_deletion,80,\dfrac{T}{3},False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,11,node_deletion,55,1,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,11,edge_deletion,55,3,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,2,edge_deletion,23,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,13,original,699,699,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,8,edge_deletion,45,660,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,12,original,104,104,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,13,node_deletion,699,1007,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,13,edge_deletion,699,1008,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,9,node_deletion,33,5,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,9,edge_deletion,33,19,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,15,node_deletion,902,2^{25},False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,4,original,371,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,12,edge_deletion,104,77,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,10,original,80,80,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,14,original,127,127,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,17,original,110,155,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,17,node_deletion,110,1439,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,17,edge_deletion,110,18,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,6,original,315,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,18,original,721,721,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,16,node_deletion,385,16,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,19,original,25,25,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,19,node_deletion,25,\dfrac{25}{4},False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,16,edge_deletion,385,1,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,20,original,809,809,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,20,node_deletion,809,506,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,20,edge_deletion,809,674,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,21,original,116,116,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,19,edge_deletion,25,4096,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,12,node_deletion,104,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,21,node_deletion,116,35,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,21,edge_deletion,116,227,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,22,original,104,104,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,23,original,294,294,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,23,node_deletion,294,"\begin{cases}
2 \left( \dbinom{n-1}{\frac{k-1}{2}} \right)^2 & \text{if } k \text{ is odd}, \\
2 \dbinom{n-1}{\frac{k}{2}} \dbinom{n-1}{\frac{k}{2} - 1} & \text{if } k \text{ is even}.
\end{cases}",False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,15,original,902,902,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,23,edge_deletion,294,12868,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,24,original,540,540,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,24,edge_deletion,540,4|\alpha| + \dfrac{|\beta|}{4},False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,22,edge_deletion,104,19,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,25,original,197,197,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,14,node_deletion,127,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,14,edge_deletion,127,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,26,original,480,480,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,26,node_deletion,480,\dfrac{4a^2b^2}{b^2 - a^2},False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,25,edge_deletion,197,35,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,27,original,73,73,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,15,edge_deletion,902,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,28,original,468,468,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,16,original,385,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,26,edge_deletion,480,\dfrac{4pq}{q - p},False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,18,node_deletion,721,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,29,node_deletion,601,45551,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,29,edge_deletion,601,45448,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,29,original,601,601,True,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,18,edge_deletion,721,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,28,node_deletion,468,216,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,25,node_deletion,197,2025,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,28,edge_deletion,468,384,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,22,node_deletion,104,547,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,27,edge_deletion,73,112,False,0,0,
deepseek-r1,us.deepseek.r1-v1:0,AIME24,24,node_deletion,540,,False,0,0,"Read timeout on endpoint URL: ""https://bedrock-runtime.us-east-1.amazonaws.com/model/us.deepseek.r1-v1%3A0/invoke"""
deepseek-r1,us.deepseek.r1-v1:0,AIME24,27,node_deletion,73,0,False,0,0,
deepseek-v3.2,deepseek.v3.2,AIME25,1,edge_deletion,588,1274,False,195,2069,
deepseek-v3.2,deepseek.v3.2,AIME25,2,original,106,215,False,248,1328,
deepseek-v3.2,deepseek.v3.2,AIME25,2,edge_deletion,106,19,False,162,2900,
deepseek-v3.2,deepseek.v3.2,AIME25,0,node_deletion,70,58,False,104,1678,
deepseek-v3.2,deepseek.v3.2,AIME25,2,node_deletion,106,33,False,153,3172,
deepseek-v3.2,deepseek.v3.2,AIME25,0,original,70,70,True,101,1104,
deepseek-v3.2,deepseek.v3.2,AIME25,0,edge_deletion,70,70,False,103,1512,
deepseek-v3.2,deepseek.v3.2,AIME25,4,original,293,293,True,807,2687,
deepseek-v3.2,deepseek.v3.2,AIME25,4,node_deletion,293,6 \) is radius of \( \omega_1 \),False,268,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,5,original,237,237,True,156,3034,
deepseek-v3.2,deepseek.v3.2,AIME25,1,original,588,588,True,207,2964,
deepseek-v3.2,deepseek.v3.2,AIME25,5,node_deletion,237,117,False,154,3490,
deepseek-v3.2,deepseek.v3.2,AIME25,3,original,336,"84^\circ, \quad \angle B = 60^\circ, \quad \angle C = 36^\circ",False,666,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,7,original,149,149,True,159,2543,
deepseek-v3.2,deepseek.v3.2,AIME25,3,node_deletion,336,60^\circ \),False,235,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,6,edge_deletion,610,\( N \),False,214,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,4,edge_deletion,293,"6 \) (radius of \( \omega_1 \)), \( OB = 15 \) (radius of \( \omega_2 \))",False,254,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,7,node_deletion,149,0 \)**,False,170,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,7,edge_deletion,149,2b(2a+1),False,169,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,8,original,907,"8), with the extra condition ""no person sits next to two other people"" = no three consecutive chosen chairs",False,136,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,8,edge_deletion,907,9,False,132,2238,
deepseek-v3.2,deepseek.v3.2,AIME25,8,node_deletion,907,317,False,132,1784,
deepseek-v3.2,deepseek.v3.2,AIME25,6,original,610,805,False,341,3085,
deepseek-v3.2,deepseek.v3.2,AIME25,6,node_deletion,610,660,False,218,3708,
deepseek-v3.2,deepseek.v3.2,AIME25,9,node_deletion,113,513,False,134,1235,
deepseek-v3.2,deepseek.v3.2,AIME25,10,edge_deletion,19,"2, 3, \dots, 10 \):",False,274,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,3,edge_deletion,336,"\widehat{FG}, \quad a_2 = \widehat{GD}, \quad a_3 = \widehat{DE}, \quad a_4 = \widehat{EH}, \quad a_5 = \widehat{HJ}, \quad a_6 = \widehat{JF}",False,243,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,10,original,19,19,True,306,2680,
deepseek-v3.2,deepseek.v3.2,AIME25,1,node_deletion,588,11,False,101,3458,
deepseek-v3.2,deepseek.v3.2,AIME25,12,original,259,2,False,250,2245,
deepseek-v3.2,deepseek.v3.2,AIME25,9,edge_deletion,113,2m \),False,116,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,11,edge_deletion,248,708,False,182,2962,
deepseek-v3.2,deepseek.v3.2,AIME25,10,node_deletion,19,"2, 3, \dots, 10 \)",False,267,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,12,node_deletion,259,\begin{cases},False,242,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,13,edge_deletion,104,90^\circ \) and \( BC = 38 \),False,143,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,11,original,248,\frac{25}{11},False,201,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,15,original,117,117,True,121,1322,
deepseek-v3.2,deepseek.v3.2,AIME25,14,node_deletion,240,"\frac{(x-a)(x-b)(x-c)(x-k)}{x}, \quad x > 0",False,162,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,15,node_deletion,117,401,False,135,1770,
deepseek-v3.2,deepseek.v3.2,AIME25,5,edge_deletion,237,set of positive integer divisors of \( N \),False,157,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,15,edge_deletion,117,40401,False,129,2827,
deepseek-v3.2,deepseek.v3.2,AIME25,9,original,113,4208,False,125,2494,
deepseek-v3.2,deepseek.v3.2,AIME25,17,original,504,504,True,144,934,
deepseek-v3.2,deepseek.v3.2,AIME25,16,node_deletion,279,3015,False,141,2859,
deepseek-v3.2,deepseek.v3.2,AIME25,11,node_deletion,248,independent of \( x_1 \) (which is false unless \( x_1 \) is that special value),False,193,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,16,original,279,279,True,140,3253,
deepseek-v3.2,deepseek.v3.2,AIME25,13,original,104,38 \),False,160,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,16,edge_deletion,279,2583,False,142,1475,
deepseek-v3.2,deepseek.v3.2,AIME25,17,node_deletion,504,72 \),False,134,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,19,original,77,77,True,165,2072,
deepseek-v3.2,deepseek.v3.2,AIME25,12,edge_deletion,259,\begin{cases},False,261,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,19,node_deletion,77,11,False,171,3456,
deepseek-v3.2,deepseek.v3.2,AIME25,20,original,62,x^2 - 4,False,161,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,20,node_deletion,62,"\frac{a - \sqrt{b}}{c} \) … Find \( a + b + c \).""",False,146,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,14,original,240,"\frac{(x - 18)(x - 72)(x - 98)(x - k)}{x}, \quad x > 0",False,147,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,19,edge_deletion,77,22,False,159,3764,
deepseek-v3.2,deepseek.v3.2,AIME25,18,original,821,the largest first letter among the 6 words,False,190,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,17,edge_deletion,504,12,False,124,3782,
deepseek-v3.2,deepseek.v3.2,AIME25,18,edge_deletion,821,"\max\{X_1,\dots,X_6\} \). Then the last word is \( M Z \) where \( Z > M \)",False,190,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,22,original,16,16,True,182,1119,
deepseek-v3.2,deepseek.v3.2,AIME25,14,edge_deletion,240,"\frac{(x-a)(x-b)(x-c)(x-k)}{x}, \quad x > 0",False,161,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,21,node_deletion,81,set of 3 numbers in row \( i \) of \( B_1 \),False,237,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,21,edge_deletion,81,33861058560,False,247,3092,
deepseek-v3.2,deepseek.v3.2,AIME25,22,edge_deletion,16,150,False,152,1678,
deepseek-v3.2,deepseek.v3.2,AIME25,20,edge_deletion,62,x^2 - 4,False,159,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,22,node_deletion,16,50,False,158,3561,
deepseek-v3.2,deepseek.v3.2,AIME25,18,node_deletion,821,probability it is either the first or second letter of that word,False,190,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,23,original,510,75,False,175,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,21,original,81,"9 cells, and all numbers 1–9 appear in it)",False,303,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,24,edge_deletion,204,154,False,142,2893,
deepseek-v3.2,deepseek.v3.2,AIME25,26,original,735,729 \),False,138,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,24,node_deletion,204,\frac{19}{3},False,143,3348,
deepseek-v3.2,deepseek.v3.2,AIME25,27,original,468,468,True,165,1489,
deepseek-v3.2,deepseek.v3.2,AIME25,23,edge_deletion,510,1878,False,163,3671,
deepseek-v3.2,deepseek.v3.2,AIME25,13,node_deletion,104,"90^\circ \), \( BC = 38 \)",False,157,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,28,original,49,49,True,105,932,
deepseek-v3.2,deepseek.v3.2,AIME25,27,edge_deletion,468,39,False,153,2940,
deepseek-v3.2,deepseek.v3.2,AIME25,25,original,60,"14, \quad BC = 7, \quad CD = 24, \quad DE = 13, \quad EA = 26",False,192,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,25,node_deletion,60,47,False,180,3287,
deepseek-v3.2,deepseek.v3.2,AIME25,26,edge_deletion,735,163,False,139,1604,
deepseek-v3.2,deepseek.v3.2,AIME25,25,edge_deletion,60,"In some pentagon problems, minimal \(f(X)\) = sum of lengths of diagonals from one vertex when arranged in a star",False,182,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,0,original,204,204,True,204,879,
deepseek-v3.2,deepseek.v3.2,AIME25,28,edge_deletion,49,49,False,102,846,
deepseek-v3.2,deepseek.v3.2,AIME25,26,node_deletion,735,"6 \), modulus \( 3^n = 729 \)",False,141,4096,
deepseek-v3.2,deepseek.v3.2,AIME25,29,node_deletion,82,84,False,126,3597,
deepseek-v3.2,deepseek.v3.2,AIME25,27,node_deletion,468,"26, \quad BD = 22, \quad CE = 31, \quad DF = 33, \quad CG = 40",False,153,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,0,node_deletion,204,420,False,202,3704,
deepseek-v3.2,deepseek.v3.2,AIME25,28,node_deletion,49,11,False,115,3262,
deepseek-v3.2,deepseek.v3.2,AIME25,29,edge_deletion,82,256,False,116,2350,
deepseek-v3.2,deepseek.v3.2,AIME25,29,original,82,\( 6 \) horizontal unit segments,False,335,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,2,original,23,23,True,237,4014,
deepseek-v3.2,deepseek.v3.2,AIME25,23,node_deletion,510,75 \),False,162,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,3,original,321,321,True,122,2069,
deepseek-v3.2,deepseek.v3.2,AIME25,24,original,204,\(27\) total lines,False,146,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,1,original,113,"5 \), \( BC = 9 \), \( AC = 10 \)",False,174,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,0,edge_deletion,204,135,False,204,3809,
deepseek-v3.2,deepseek.v3.2,AIME24,4,node_deletion,371,157,False,136,2209,
deepseek-v3.2,deepseek.v3.2,AIME24,3,edge_deletion,321,1,False,136,2555,
deepseek-v3.2,deepseek.v3.2,AIME24,3,node_deletion,321,374,False,121,1672,
deepseek-v3.2,deepseek.v3.2,AIME24,4,edge_deletion,371,33,False,137,3201,
deepseek-v3.2,deepseek.v3.2,AIME24,5,node_deletion,211,7,False,151,2065,
deepseek-v3.2,deepseek.v3.2,AIME24,6,original,315,60,False,234,4014,
deepseek-v3.2,deepseek.v3.2,AIME24,6,edge_deletion,315,495,False,118,2378,
deepseek-v3.2,deepseek.v3.2,AIME24,5,original,211,"(d_1 d_0)_b\) with \(d_1 \ge 1\), \(0 \le d_0 \le b-1\), \(d_1 \le b-1\)",False,199,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,7,original,236,236,True,146,3088,
deepseek-v3.2,deepseek.v3.2,AIME24,5,edge_deletion,211,"d_1 b + d_0 \), where \( d_1 \) is the tens digit (in base \( b \)), \( d_0 \) is the units digit, with \( 1 \le d_1 \le b-1 \) and \( 0 \le d_0 \le b-1 \)",False,154,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,4,original,371,"set of red vertices initially, \( B \) = set of blue vertices initially",False,146,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,2,node_deletion,23,"(0,0)\)",False,249,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,8,original,45,45,True,191,1438,
deepseek-v3.2,deepseek.v3.2,AIME24,8,node_deletion,45,1000,False,129,2430,
deepseek-v3.2,deepseek.v3.2,AIME24,7,edge_deletion,236,60,False,150,2909,
deepseek-v3.2,deepseek.v3.2,AIME24,1,node_deletion,113,3,False,158,3286,
deepseek-v3.2,deepseek.v3.2,AIME24,9,original,33,33,True,209,1196,
deepseek-v3.2,deepseek.v3.2,AIME24,6,node_deletion,315,6,False,105,2834,
deepseek-v3.2,deepseek.v3.2,AIME24,11,original,55,55,True,132,1349,
deepseek-v3.2,deepseek.v3.2,AIME24,7,node_deletion,236,302,False,131,3125,
deepseek-v3.2,deepseek.v3.2,AIME24,10,edge_deletion,80,BC = CD = DE = EF = FA = s \),False,121,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,11,edge_deletion,55,45,False,123,1740,
deepseek-v3.2,deepseek.v3.2,AIME24,1,edge_deletion,113,\( AP = \frac{AB \cdot AC}{AB + AC} \cdot 2R / R \) something neat,False,127,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,9,node_deletion,33,a fixed rational number,False,209,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,11,node_deletion,55,1,False,122,3874,
deepseek-v3.2,deepseek.v3.2,AIME24,12,original,104,199 - \sqrt{8473},False,142,2486,
deepseek-v3.2,deepseek.v3.2,AIME24,9,edge_deletion,33,p,False,209,4096,
deepseek-v3.2,deepseek.v3.2,AIME24,10,original,80,BC = CD = DE = EF = FA = s \),False,129,4096,
